lineage,CRYAA,CRYAB,DNAJA1,DNAJA2,DNAJA3,DNAJA4,DNAJB1,DNAJB11,DNAJB12,DNAJB13,DNAJB14,DNAJB2,DNAJB4,DNAJB5,DNAJB6,DNAJB7,DNAJB8,DNAJB9,DNAJC1,DNAJC10,DNAJC11,DNAJC12,DNAJC13,DNAJC14,DNAJC15,DNAJC16,DNAJC17,DNAJC18,DNAJC19,DNAJC2,DNAJC21,DNAJC22,DNAJC24,DNAJC25,DNAJC27,DNAJC28,DNAJC3,DNAJC30,DNAJC4,DNAJC5,DNAJC5B,DNAJC6,DNAJC7,DNAJC8,DNAJC9,GAK,HSCB,HSP90AA1,HSP90AB1,HSP90B1,HSPA12A,HSPA12B,HSPA13,HSPA14,HSPA1A,HSPA1B,HSPA1L,HSPA2,HSPA4,HSPA4L,HSPA5,HSPA6,HSPA8,HSPA9,HSPB1,HSPB11,HSPB2,HSPB3,HSPB6,HSPB7,HSPB8,HSPB9,HSPD1,HSPE1,HSPH1,HYOU1,ODF1,SACS,SEC63,TRAP1
Bladder Cancer,0.070342882,0.097698523,-0.543912816,-0.106238024,-0.645448709,0.035272124,-0.608599097,-0.527817407,-0.705249853,-0.295083554,0.31375828,0.160350577,0.226780489,-0.05204048,-0.069951132,-0.067294948,-0.141678967,0.020816422,-0.1213321,-0.081696711,-0.517777635,0.20717035,-0.312375314,-0.495233192,-0.123262745,-0.501609318,-1.591404333,0.200869866,-0.18337246,0.145459212,0.029933189,0.176997209,-0.094421263,0.088841358,0.277813654,0.229765023,0.127924582,-0.399183193,-0.07533059,0.211382457,-0.019230946,0.30930872,0.170085288,-0.971877763,-0.992308071,-0.437569412,-0.62334895,0.00241193,-0.2046183,-0.190716943,0.021551165,0.253689333,-0.499815197,-0.871352181,-0.273834708,-0.692713664,-0.056403667,-0.18806726,-0.424504268,0.166368345,-1.086691193,-0.390324005,-0.243513445,-1.160545692,0.513238055,0.248465447,-0.130738089,0.109342596,-0.098885621,0.141606482,0.115873982,-0.555545058,-0.977087853,-2.076726408,0.048960018,-1.044676499,-0.394762676,0.378620072,-0.589498149,0.32285825
Pancreatic Cancer,0.056254004,0.03684704,-0.53103986,-0.156505192,-0.647173776,-0.059719549,-0.329546916,-0.16051323,-0.341771713,-0.026161575,0.126278631,0.015410309,0.052721465,-0.096547183,-0.289340369,-0.18622343,-0.026700022,-0.138687764,0.054938954,-0.17468101,-0.722096134,-0.061599478,-0.177872259,0.025199348,0.080672905,-0.121351886,-1.322244326,-0.017012156,-0.182318601,-0.170482801,0.001439824,-0.094444697,-0.40836822,-0.014228815,-0.035172941,-0.003688048,-0.026795619,-0.172793756,0.100115198,0.135090131,-0.268969808,0.016826408,0.037050676,-0.780493365,-0.57968125,-0.625461532,-0.676209536,-0.044363906,-0.548117377,-0.602763648,0.026519651,0.001330396,-0.520946843,-0.543177612,-0.101971084,-0.126836957,-0.136486523,0.046523766,-0.005887855,-0.061247636,-1.008150517,-0.075858731,-0.411439469,-1.342837234,0.213671635,0.035593821,0.119429628,0.026782983,0.162062165,-0.071013599,0.011971807,-0.251106272,-0.944865795,-1.459961913,-0.064890906,-1.120691396,-0.132025941,0.112516944,-0.449645777,-0.07257718
Brain Cancer,-0.090908208,0.212113222,-0.483795991,-0.182516322,-0.984994284,0.244177329,-0.383955418,-0.327053175,-0.296501897,-0.259352981,0.320811573,0.207748894,-0.027535019,-0.048827193,-0.566001534,-0.15673701,-0.058442789,0.105884102,-0.075853973,0.084755433,-0.223621438,-0.052475093,-0.173209984,-0.063610793,0.166188743,-0.478023211,-1.392065552,0.171755652,-0.588747165,-0.324805756,0.152353287,-0.055715818,0.157795192,-0.165497151,0.147856964,-0.025514552,-0.262528909,-0.268226885,0.216817403,-0.235271239,-0.114247863,-0.276236984,-0.177846696,-0.572826676,-0.96897612,-0.337213595,-0.5417277,-0.110357204,-0.130432974,-0.658215974,0.160782438,-0.087704619,0.037698412,-0.113948714,-0.451136049,-0.277660017,-0.161431249,0.35767568,-0.048027786,0.179587657,-0.545268058,0.018995174,-0.779284887,-1.162294523,0.040587354,0.050371507,-0.119390433,0.183747619,0.124706472,-0.153023907,0.272924068,-0.251149354,-0.946063416,-1.604193584,-0.148993421,-1.32575028,-0.428002047,-0.261103568,-0.76620829,-0.000289053
Kidney Cancer,0.023498854,0.04209359,-0.214282312,-0.015783198,-0.498050597,0.085512127,-0.163784892,-0.167612881,-0.219348717,-0.1535466,0.107782627,-0.008706854,0.07390517,0.08349224,-0.451592601,0.019488989,-0.058162819,-0.040756429,0.104008614,0.050024991,-0.469777748,0.171875897,-0.03818435,-0.049008446,0.10668072,-0.196644481,-1.242722633,0.155636179,-0.337642711,-0.18108608,-0.443466789,-0.183861249,0.144109198,0.028656175,0.185965355,0.101534811,0.119792587,-0.150216961,0.05050435,-0.071495518,-0.020525768,-0.175541363,-0.128993629,-0.625758165,-1.154879021,-0.517554752,-0.768994377,-0.016026054,-0.197167011,-0.436949908,0.153331467,0.022841538,-0.012404554,-0.696989305,-0.147135327,-0.218511433,-0.085051816,0.174916965,-0.131554904,0.083627832,-1.009668665,0.022592258,-0.190541239,-1.120257034,0.246067907,0.035981538,-0.098801309,0.148049989,-0.091347517,-0.092303878,0.061735164,-0.162626248,-0.803570455,-1.423047804,0.164854023,-0.856633685,-0.203771815,-0.062419964,-0.381595811,-0.049529533
Breast Cancer,0.232637037,0.080759454,-0.400630496,-0.079566502,-0.76238041,0.222518783,-0.189380915,-0.178350133,-0.344571891,0.045948512,0.153323031,0.033602595,0.032853446,0.147122551,-0.477079132,-0.087150264,-0.092241302,0.046775795,0.173617484,0.024677962,-0.597712482,0.043745263,-0.128329906,-0.05439122,0.050626245,-0.060236984,-1.242038692,0.181159736,-0.270179115,0.044966614,0.063154797,0.042939368,0.027674884,-0.025737583,0.303197316,0.161622989,0.084894857,-0.063883468,0.214142205,-0.27246761,-0.178301372,0.070376062,-0.413845189,-0.921619117,-1.232330379,-0.143129817,-0.438231842,0.062554904,-0.072054416,-0.487523425,0.113293675,0.12468769,-0.10781813,-0.271589829,-0.309936051,-0.031541598,-0.064088068,0.025834414,-0.070539813,0.131199999,-0.946307638,-0.025150684,0.08409397,-1.136593932,0.295321006,0.166070434,-0.005253352,0.147775094,0.016070466,-0.118181746,-0.003473537,-0.266742462,-1.137825586,-1.461832025,-0.069522451,-1.011222289,-0.215238058,0.055670776,-0.560422121,-0.016422445
Kidney Cancer,0.020769335,0.065870255,-0.139353675,0.031158575,-0.640386674,0.04048572,-0.176293054,-0.228111749,-0.344194873,-0.093050694,0.103343485,0.0449039,0.053641389,0.093140369,-0.426990847,0.058475812,-0.107554864,0.033708909,0.061046994,0.017518596,-0.971338296,0.076691388,-0.311703829,0.097433749,0.100124272,0.009963664,-1.156860967,-0.00954642,-0.070348029,-0.270746933,-0.095278599,0.016654951,-0.128468444,0.046924742,0.170937275,0.027997947,-0.194764049,-0.199988803,0.051544098,-0.052088032,-0.065259029,-0.014278007,-0.141588352,-0.8257906,-0.815457079,-0.743104003,-0.636890373,-0.200968007,-0.564223008,-0.423104468,0.064525249,0.054945437,-0.069234687,-0.531847766,-0.138222597,-0.307147662,-0.125058291,0.09913265,-0.123727204,0.040005502,-1.002030789,-0.013866109,-0.153128518,-1.129962363,0.050622239,0.127674282,-0.050797042,0.073681596,0.062287146,-0.10190705,-0.006910366,-0.230856544,-0.973725472,-1.381192553,0.062947221,-0.935196047,-0.115779725,-0.053658994,-0.349243191,-0.077843199
Lung Cancer,0.071387372,0.110407347,-0.283184321,0.224828694,-0.619239359,0.235829093,-0.556050478,-0.459886587,-0.11485725,0.252369427,0.218979784,0.146769285,0.041684819,-0.051539557,-0.543435711,-0.109906373,-0.321184863,-0.426057126,0.099004932,-0.043204671,-0.581310747,0.030307663,-0.359743341,-0.086381893,0.009731471,-0.046520099,-1.505294946,0.304132679,-0.445329639,0.227863793,0.072111435,0.01093647,-0.002852865,0.147761624,0.377694802,0.071251073,0.049227591,-0.178780238,-0.048324625,0.095154861,0.197188386,0.139868632,0.077330322,-0.670130975,-0.840358939,-0.451034785,-0.376868461,-0.145103998,-0.065356307,-0.689985164,-0.042840965,0.014652899,-0.48622716,-0.351981909,-0.446378369,-0.078962435,-0.296418992,0.199045147,-0.346829857,0.098216723,-1.273137854,-0.395132944,-0.175652336,-0.966645855,0.182229359,-0.0390992,-0.167305639,0.061413011,-0.120276974,-0.158503223,-0.194109792,-0.310099415,-1.02916439,-2.414822749,0.045772158,-1.139426781,-0.281260761,-0.120229817,-0.705892279,-0.082569567
Colon/Colorectal Cancer,0.15232216,0.173006482,-0.654240347,-0.202113956,-0.505417284,-0.004035456,-0.085282616,-0.397152599,0.059359541,0.084491626,0.204116308,0.18403951,0.096692266,0.218988184,-0.505967258,-0.108162263,3.46E-07,-0.056835154,0.144064795,-0.018640373,-0.66464217,0.098213673,-0.273846236,-0.037915456,0.017716459,-0.261514165,-1.470530831,-0.033311978,-0.123374702,-0.184683731,-0.058293197,-0.09565868,-0.151900291,0.024079479,0.391263882,0.014304885,0.069841909,-0.006872702,0.224078743,-0.20736275,-0.140122386,0.025861536,0.165554829,-1.019022221,-1.354037518,-0.386189608,-0.652448202,-0.093827185,0.029387289,-0.518008657,0.092819975,0.189412634,-0.239107005,-0.612754605,-0.419198518,-0.151761196,-0.122321577,0.229483097,0.158079527,0.1371182,-0.567855845,-0.264146566,-0.565939423,-1.301891205,-0.035441965,0.042637029,-0.130450054,0.129533305,-0.092944026,-0.370549358,-0.06835079,-0.099384364,-1.237030986,-1.629760085,-0.015820184,-0.835918116,-0.356682121,0.098755135,-0.798005152,-0.059159203
Colon/Colorectal Cancer,-0.01167409,0.0350725,-0.209852065,-0.000689966,-0.658976299,0.055522075,-0.184737222,-0.371665422,-0.25578748,-0.149398079,0.186919794,0.101304204,0.053298874,0.045315909,-0.439439732,0.086169444,-0.050271909,-0.144913975,0.070951396,0.041376771,-0.851292777,0.015876816,-0.113817126,0.077364944,-0.004148514,-0.067202666,-1.024874917,0.002413489,-0.050894203,-0.275171036,-0.613872543,-0.112714079,0.005177381,-0.003776534,0.239346748,0.05364491,0.024588865,-0.217657862,0.051628368,0.085163412,-0.034441728,-0.039489667,-0.075045495,-0.582108532,-0.43373664,-0.359922451,-0.531708732,0.028901459,-0.005231694,-0.188700903,0.146983979,0.050751831,-0.07506161,-0.405193141,-0.155434973,-0.31332092,-0.152469783,0.103918769,-0.028271718,0.056444405,-0.950745794,0.040363753,-0.90969451,-1.061369801,0.103123348,-0.074842951,-0.048317052,0.141564176,0.045175957,-0.133431228,-0.074394604,-0.173853554,-0.814423489,-1.378440488,0.021754156,-0.922470587,-0.160652497,-0.05987034,-0.603519179,0.018016812
Gastric Cancer,0.08197631,0.000743301,-0.307819641,-0.060454088,-0.579935629,-0.023837871,-0.247029736,-0.129174633,-0.462679518,0.0163085,0.074779393,0.153877564,0.135832931,0.090241247,-0.322058171,-0.0191546,-0.153065348,0.067550027,0.179431215,0.062361495,-0.723438578,-0.019767116,-0.256352656,-0.103807121,0.134194633,-0.217140447,-1.141957673,0.090315156,-0.173907412,-0.447086421,-0.19829872,-0.165890752,0.002514161,0.075290621,0.283866369,0.043814634,0.027668763,-0.237588529,0.078790195,-0.022275157,-0.067747444,-0.034230222,-0.124874556,-0.767918214,-1.085353148,-0.694578179,-0.637371536,-0.027871077,-0.278732892,-0.417375247,0.070277154,0.142949734,-0.397265632,-0.702181693,-0.320164415,-0.3423567,-0.236067423,0.232231176,0.038617206,0.140226883,-1.115402322,0.042943938,-0.560808628,-1.067234614,0.226668217,0.043898256,-0.034055627,0.031718358,-0.050606674,-0.254788345,0.072284374,-0.321422246,-0.750336197,-1.292750351,-0.248790647,-1.017981119,0.025484088,-0.38355354,-0.696472235,0.033179336
Ovarian Cancer,0.081906414,0.028415664,-0.219268342,0.065960913,-0.647675341,0.019140945,-0.231819203,-0.078534855,-0.014799346,-0.165278042,0.091135724,0.009465631,0.062969589,0.059819233,-0.396383598,-0.232453329,0.064491746,0.183294906,0.118858267,-0.088497812,-0.306728372,-0.024996526,0.110762248,-0.046222979,0.082272239,-0.407883011,-1.41199106,0.080834564,-0.241848524,-0.059027682,0.004591799,-0.18325476,-0.137004056,-0.223450547,0.311574847,0.152562436,0.062452301,-0.009044584,-0.002356656,0.080465125,-0.026313266,0.156947322,-0.203643935,-0.803111748,-1.044848001,-0.304508488,-0.569616006,-0.019991858,-0.227160197,-0.338949747,0.1320704,0.025978085,0.031104662,-0.189908266,0.004086911,-0.458835265,-0.197941943,-0.064032383,0.039521277,0.140533922,-0.850382135,0.114160295,-0.281493339,-1.124961603,0.225908304,-0.000468034,-0.115471385,0.038890247,0.010701663,-0.304351965,0.043395863,-0.13851505,-0.994193521,-1.658362268,0.048784923,-0.990728489,-0.286983588,-0.003761253,-0.397080462,-0.054256652
Lung Cancer,-0.010048881,0.034710572,-0.586586192,0.095649595,-0.517000436,0.063304527,-0.246101553,-0.242681962,-0.597315354,-0.143619326,0.127914461,0.174485226,0.114269859,0.149404801,-0.127438438,-0.03835978,-0.406765792,0.169649449,0.079804035,-0.078157031,-0.469535626,0.068851788,-0.211165298,-0.096095605,0.195106032,-0.222008732,-1.155290415,0.171202671,-0.837117833,-0.006687418,-0.215125718,-0.130921574,0.175842898,0.271870518,0.233726539,0.123954535,0.107810939,-0.091341316,0.293752141,0.178960946,-0.028240881,-0.084232034,-0.130098172,-0.586435051,-0.833212803,0.072680341,-0.461141424,-0.218201985,-0.422152149,-0.271156269,0.213360081,-0.047150911,-0.037420425,-0.437571128,-0.227370788,-0.104495825,-0.042069973,-0.010563288,0.044568619,0.032572618,-0.777042808,-0.150841088,-0.355148821,-1.593684413,0.324783241,0.304796286,-0.139286599,-0.175112637,0.141665543,-0.280681428,-0.078501121,-0.253471435,-1.070971689,-1.845016813,0.124418949,-1.123353048,-0.348385963,-0.262330359,-0.402752832,-0.056463477
Breast Cancer,0.274095113,0.046791029,-0.931508181,-0.030406072,-0.279898513,0.073816635,-0.224111829,-0.175570364,-0.520653304,-0.090303259,0.170349776,0.146081548,0.236472568,-0.152456006,-0.456084172,-0.130878207,-0.261501976,0.03538552,-0.375995613,-0.157197868,-0.393505405,-0.19504575,-0.118561394,0.225274829,0.220552533,0.079037936,-1.183125208,0.353723803,-0.104479442,0.203192631,0.161261119,-0.065332756,0.006475102,0.35324731,0.129410749,0.035198511,0.084647144,-0.236255397,0.069141849,-0.066357375,-0.217624617,-0.127708961,-0.293729779,-0.433923117,-0.714323483,-0.464258964,-0.293262181,-0.16651004,-0.184730895,-0.257941964,0.145136701,0.065077172,0.060246532,-0.302678572,-0.223525046,-0.366224054,0.031247701,0.274732578,-0.006043855,-0.088926945,-1.051982215,-0.247278145,0.017212343,-1.119094533,0.246905331,0.139583825,-0.001356788,-0.065114215,0.112725675,-0.303838583,0.0480063,-0.50579631,-0.883109801,-1.591407039,-0.101898946,-0.744844432,-0.326480806,-0.168310357,-0.406276503,0.162943861
Neuroblastoma,-0.080501675,-0.007598547,-0.252449186,-0.003577381,-0.786568463,-0.046179409,-0.195071912,-0.482956414,-0.224973101,-0.158520974,0.016314717,0.129820083,0.091318817,0.07778429,-0.088302845,-0.093364782,-0.14829012,-0.001472452,0.076910872,-0.089067546,-0.457573532,-0.072168911,-0.118519419,0.018600503,0.049783283,-0.174484381,-1.109439272,0.047577036,-0.66334253,-0.443760297,0.028763765,-0.23320452,-0.096216158,0.049130875,0.038057955,0.065869918,-0.029124383,-0.096869697,0.108795575,-0.157291209,-0.258787674,-0.052329324,0.058775897,-0.773659162,-0.921584719,-0.28367069,-0.508118362,-0.032255656,-0.227839698,-0.532671419,0.092879058,-0.023895496,-0.1468778,-0.685319166,-0.195371786,-0.111972238,-0.036763796,0.090208667,-0.075131406,0.005567334,-0.982779544,-0.133811411,-0.703460685,-1.166947791,0.075806975,-0.05869455,-0.004956028,0.040201165,0.054186218,-0.09567697,-0.062056699,-0.250788949,-0.995702859,-1.634559342,-0.090250957,-1.450067976,0.000294811,0.063621095,-0.63337405,-0.13590603
Neuroblastoma,0.103282065,0.001603612,-0.33412744,-0.219509008,-0.729138614,0.059060777,-0.232605735,-0.159520166,-0.342501224,-0.121718352,0.122454325,0.174985077,0.032730956,0.14822781,-0.538755442,0.020158336,-0.092342464,0.05288036,0.062572906,-0.084626989,-0.914737685,-0.040206182,-0.305139602,-0.022000257,0.0074926,-0.123038245,-1.1144616,0.057585033,-0.103374237,-0.623183771,0.035171289,-0.101533868,-0.24125026,0.005393482,0.125413017,0.004824695,-0.06062185,-0.03116675,0.084590528,-0.025474012,-0.150174662,0.077665359,-0.062785632,-0.768246326,-0.896135095,-0.695156094,-0.721669297,-0.119713769,-0.119946841,-0.651551445,0.15575671,0.038838321,-0.134900194,-0.886331053,-0.149083411,-0.141629747,-0.013897278,0.109170324,-0.125703149,0.049058367,-1.020298348,-0.009129446,-0.542875563,-1.095211914,0.104812627,-0.010768004,-0.040511816,0.135862261,-0.059607503,-0.147345223,0.02952652,-0.065221519,-0.925248076,-1.516694442,-0.060304758,-1.29786013,-0.079765802,0.052765371,-0.395449044,-0.089598856
Lung Cancer,0.098711348,0.135558847,-0.30638958,-0.0267021,-0.651556846,0.011823309,-0.275451398,-0.121182233,-0.195835407,-0.10311888,0.153288653,0.107532814,0.01263364,0.078495273,-0.081275785,-0.031658023,-0.06505137,0.129562076,0.08489642,0.007796625,-0.343100215,0.00094591,-0.137683053,-0.059566293,0.08437843,-0.086159175,-1.310481067,0.064588082,-0.238315641,0.008303453,0.032262667,-0.154152091,-0.019309548,0.055358964,0.188564993,0.121173262,0.106345477,-0.159136838,0.001385926,0.048258326,-0.073142759,-0.023634992,-0.013557339,-0.707435129,-1.101208798,-0.583462522,-0.540897675,-0.103161029,-0.21517412,-0.338211659,0.057064721,0.073336133,0.038884977,0.099846312,-0.049597885,-0.164071718,-0.123388428,0.100573139,0.073690472,0.060681229,-1.032418217,0.098044965,-0.39300501,-1.183184101,0.025974477,-0.031989413,0.050760151,0.06042701,0.113794554,-0.153210458,-0.041416883,-0.024734158,-0.997747393,-1.478794334,0.030038332,-0.910613788,-0.107334334,0.073495483,-0.158817584,-0.073923022
Kidney Cancer,-0.160988702,-0.038443566,-0.366836027,0.079971547,-0.681351558,0.074761643,-0.53042138,-0.142757071,-0.171935275,-0.007444834,-0.000853918,-0.135074183,0.12181504,0.142976968,-0.247553012,0.13191874,-0.121186361,0.026224219,-0.157292709,0.125226528,-0.832846825,-0.130796601,-0.392861831,0.080112772,0.028926447,-0.165923148,-1.216991129,0.069001479,-0.288644934,-0.234217662,-0.115943235,0.080893622,-0.145731752,0.038089918,0.251701508,0.173116979,0.007700611,-0.31823173,-0.090569765,-0.156724167,-0.165073516,-0.129522553,0.14370077,-0.762004968,-1.158687911,-0.378586199,-0.650716753,0.10112175,-0.378432525,-0.472176596,0.262380573,-0.05208861,-0.490068642,-0.860923338,-0.227428573,-0.22910354,-0.089394481,0.208952934,-0.398101935,0.034636579,-0.989314438,-0.271850592,-0.12359071,-1.000551835,0.256375479,-0.050714374,0.005940709,0.112958703,-0.33301609,-0.158569861,0.049868303,-0.339882885,-1.252662732,-1.662461219,0.068756188,-1.297682563,0.032087552,0.06041275,-0.824252035,0.11393496
Lung Cancer,0.059636912,0.036618257,-0.348593599,-0.203751918,-0.559137936,-0.046623584,-0.173695401,-0.086834757,-0.067989005,-0.093580954,0.080481109,0.006869448,0.059256187,0.046418738,-0.19515581,-0.00627605,-0.081462201,-0.027909834,0.061118134,0.024301154,-0.237921236,-0.019555759,-0.047734565,-0.053128596,-0.035390756,-0.0790084,-1.363294343,0.063035608,-0.208699682,0.061128492,-0.139664886,-0.09750361,0.032972332,-0.016893594,0.247635748,0.003980732,0.10317541,-0.219920685,0.010157178,0.12411728,-0.051283815,-0.037825275,0.030792177,-0.767660084,-1.194845544,-0.449823943,-0.268876245,-0.197010905,-0.202848004,-0.202051451,0.042667424,0.054501783,-0.070410917,-0.018148429,-0.069768038,-0.214741335,-0.140277337,0.130411919,-0.13132552,0.036647371,-1.034806049,0.121419758,-0.55926696,-1.222132344,0.090256687,-0.04749706,-0.124502746,0.036182042,-0.055497261,-0.118099555,0.085647416,-0.16202749,-0.780115297,-1.769951175,-0.086769205,-1.010096781,-0.088232419,0.004869853,-0.431476221,-0.094367335
Pancreatic Cancer,0.151325792,0.062522873,-0.559608711,0.00928886,-1.00348006,-0.018563514,-0.238502255,-0.16633531,-0.301312207,-0.058678253,0.072051562,0.105511673,-0.007777649,-0.173921123,-0.153425761,-0.076088019,-0.189498148,0.081399938,0.133571065,-0.102686011,-1.012723289,0.028912788,-0.281442105,-0.053374507,-0.039032455,-0.096713066,-1.156964765,0.017652348,-0.274529581,-0.389567296,-0.01754752,-0.276029306,-0.345574663,0.13608091,0.284602173,0.026004319,0.10787261,-0.251616443,0.100817958,0.090310549,-0.23824684,0.060430434,-0.009162244,-0.728672855,-0.723097064,-0.545268006,-0.793403178,-0.161404615,-0.386284367,-0.257529446,0.101015164,-0.001755797,0.010480124,-0.747803227,-0.204162153,-0.093095674,-0.206805957,0.141196054,0.022985271,-0.008399873,-0.863838526,0.091172174,-0.310511758,-1.171303461,0.306507223,0.040515869,0.054444103,0.154306861,0.05095226,-0.185891559,-0.045307332,-0.151335783,-0.945736095,-1.524465151,-0.045434686,-1.081480513,-0.022961907,-0.183078796,-0.531841189,-0.109134051
Pancreatic Cancer,0.032412138,0.026510841,-0.131027235,-0.121536539,-0.324469996,0.074934254,-0.172653735,-0.28430592,-0.204101109,-0.121305611,0.0820299,0.087108159,0.105539058,0.021400797,-0.415199581,-0.071930345,-0.046606413,-0.025989228,0.07517543,-0.130061035,-0.122126569,0.026919052,-0.211280027,-0.055349538,0.021757914,-0.140553229,-1.26783524,-0.011183542,-0.204656968,-0.191720176,-0.660085858,-0.113047803,0.011087265,0.065877729,0.061725176,0.000359731,-0.041555039,-0.090062277,0.120560638,0.017919895,-0.194490374,-0.002961494,0.033425996,-0.456433199,-0.386593336,-0.342920292,-0.171009864,-0.056109419,-0.016447224,-0.788397192,0.041340529,0.031872935,-0.570172861,-0.22408609,-0.147039609,-0.06123828,-0.14740205,0.084333471,-0.24228132,-0.015444399,-1.125224216,0.100360472,-0.173532558,-1.21321021,0.131522237,0.023262058,0.020384628,0.080228022,0.062853173,-0.108279114,-0.022960663,-0.07025932,-0.723478201,-1.474497216,-0.028121737,-0.887137374,-0.085643954,0.050054498,-0.373781397,0.065763317
Skin Cancer,-0.01730515,0.081006215,-0.320577331,0.094376556,-0.685283886,0.030857417,-0.066091399,-0.281809032,-0.179798445,-0.020257206,0.138837689,0.045785147,0.015531361,-0.010025239,-0.318294215,0.011476678,-0.168159157,-0.043409695,0.070091878,-0.011146787,-0.669958765,0.118268404,-0.100008907,-0.104199361,0.022083745,-0.159827051,-1.181977719,0.041189067,-0.283947467,-0.032384123,0.109874584,-0.222897404,0.195406056,-0.03426749,0.125136908,0.032955419,-0.058411015,-0.110238068,0.125469522,0.06284732,-0.074426564,0.02102657,-0.183076843,-0.623513923,-0.131811352,-0.120762579,-0.272383055,-0.178123936,-0.252652918,-0.664665186,0.108902265,0.017924636,0.076340719,-0.145810052,-0.075727377,-0.04906151,-0.022334063,0.169852926,0.08444587,0.08778844,-1.1855266,0.277159889,-0.547927175,-1.403395386,0.152777696,-0.010235247,-0.094966792,0.100582546,0.055688853,-0.161004942,0.124887265,-0.21370886,-0.799737968,-1.536077212,-0.03751348,-1.201126108,-0.143398128,-0.017567908,-0.561205696,-0.051108403
